,MonthlyIncome,Passport,DurationOfPitch,Designation_Executive,ProductPitched_Deluxe,Designation_Manager,Age,NumberOfTrips,PreferredPropertyStar,Gender_Male,ProdTaken
2070,21162.0,0,10.0,0,1,1,32.0,2.0,3.0,0,0
2075,21288.0,0,18.0,0,1,1,38.0,3.0,5.0,1,0
2082,19779.0,1,17.0,0,1,1,28.0,2.0,4.0,0,0
2083,22972.0,0,9.0,1,0,0,29.0,1.0,3.0,1,0
2084,17366.0,1,11.0,1,0,0,26.0,2.0,3.0,0,1
2085,16706.0,0,9.0,1,0,0,27.0,2.0,3.0,1,0
2091,21201.0,1,6.0,0,1,1,36.0,2.0,3.0,1,0
2092,23125.0,0,16.0,0,1,1,32.0,3.0,3.0,1,0
2093,19941.0,0,11.0,1,0,0,34.0,1.0,3.0,1,0
2098,21334.0,0,22.0,0,1,1,37.0,5.0,3.0,1,0
2099,19936.0,0,14.0,1,0,0,28.0,2.0,3.0,1,0
2100,19775.0,0,16.0,0,1,1,22.0,7.0,3.0,1,0
2103,17342.0,0,14.0,1,0,0,36.0,1.0,5.0,1,0
2104,20691.0,1,9.0,0,1,1,35.0,2.0,5.0,1,0
2106,17022.0,1,31.0,1,0,0,35.0,2.0,4.0,0,1
2107,17314.0,0,6.0,1,0,0,32.0,1.0,3.0,1,0
2108,22126.0,0,13.0,0,1,1,25.0,2.0,5.0,1,0
2110,18162.0,0,10.0,1,0,0,24.0,1.0,3.0,1,0
2111,21524.0,0,11.0,0,1,1,32.0,2.0,4.0,1,0
2112,17899.0,0,15.0,1,0,0,38.0,1.0,4.0,1,0
2114,17356.0,1,17.0,1,0,0,31.0,4.0,3.0,1,0
2115,17800.0,1,6.0,1,0,0,29.0,7.0,3.0,0,1
2118,17973.0,0,27.0,1,0,0,37.0,6.0,3.0,0,0
2120,20562.0,0,6.0,0,1,1,43.0,5.0,3.0,0,0
2121,19537.0,1,21.0,0,1,1,47.0,1.0,3.0,0,0
2124,20204.0,0,8.0,0,1,1,39.0,1.0,3.0,0,0
2125,17277.0,1,9.0,1,0,0,33.0,4.0,4.0,1,0
2127,17532.0,0,13.0,1,0,0,29.0,7.0,3.0,0,0
2128,17559.0,1,15.0,1,0,0,44.0,2.0,5.0,1,0
2131,19765.0,0,13.0,0,1,1,43.0,5.0,4.0,0,0
2134,21586.0,1,20.0,0,1,1,36.0,1.0,3.0,1,0
2137,17778.0,1,8.0,1,0,0,41.0,5.0,3.0,0,1
2138,17377.0,0,15.0,1,0,0,28.0,6.0,3.0,0,0
2139,17404.0,1,12.0,1,0,0,39.0,1.0,5.0,1,1
2141,17008.0,0,16.0,1,0,0,34.0,2.0,4.0,1,0
2145,17329.0,0,13.0,1,0,0,31.0,4.0,3.0,1,0
2148,17259.0,0,26.0,1,0,0,48.0,5.0,3.0,1,0
2149,21932.0,0,26.0,0,1,1,31.0,2.0,3.0,0,0
2152,17332.0,0,6.0,1,0,0,32.0,7.0,4.0,0,0
2153,17413.0,1,25.0,1,0,0,25.0,2.0,4.0,1,1
2160,20855.0,1,18.0,0,1,1,31.0,1.0,3.0,0,0
2161,18617.0,1,15.0,1,0,0,50.0,1.0,4.0,1,0
2162,21725.0,0,9.0,0,1,1,32.0,2.0,5.0,0,0
2168,19601.0,0,13.0,0,1,1,35.0,2.0,3.0,0,0
2183,17270.0,0,6.0,1,0,0,45.0,4.0,3.0,0,0
2188,18633.0,1,29.0,0,1,1,27.0,2.0,5.0,1,0
2190,17132.0,1,28.0,1,0,0,30.0,5.0,3.0,0,1
2192,17684.0,0,16.0,1,0,0,38.0,1.0,3.0,1,0
2194,21529.0,0,7.0,0,1,1,24.0,2.0,3.0,0,0
2195,17307.0,1,20.0,1,0,0,32.0,2.0,4.0,1,1
2196,19901.0,0,6.0,0,1,1,29.0,2.0,5.0,0,0
2204,17451.0,0,14.0,1,0,0,22.0,2.0,5.0,1,0
2209,17642.0,0,8.0,0,1,1,27.0,1.0,3.0,0,0
2210,23392.0,0,16.0,1,0,0,45.0,2.0,3.0,1,0
2212,17380.0,0,15.0,1,0,0,50.0,5.0,3.0,1,0
2214,19777.0,0,14.0,0,1,1,37.0,6.0,4.0,0,1
2215,21385.0,1,24.0,0,1,1,55.0,4.0,4.0,1,0
2221,21347.0,0,6.0,0,1,1,50.0,1.0,3.0,0,0
2231,19834.0,0,9.0,0,1,1,36.0,1.0,3.0,1,1
2232,17042.0,1,8.0,1,0,0,26.0,7.0,5.0,1,1
2233,17220.0,1,16.0,1,0,0,34.0,2.0,3.0,0,0
2234,16052.0,0,16.0,1,0,0,28.0,2.0,4.0,1,0
2235,17821.0,0,9.0,1,0,0,38.0,4.0,3.0,1,0
2238,23396.0,0,32.0,0,1,1,40.0,2.0,5.0,1,0
2239,17007.0,0,6.0,1,0,0,26.0,2.0,3.0,0,0
2248,19615.0,1,7.0,0,1,1,46.0,1.0,5.0,0,0
2249,17461.0,1,10.0,1,0,0,51.0,1.0,3.0,1,1
2251,18681.0,0,6.0,1,0,0,24.0,2.0,5.0,1,0
2252,24957.0,0,26.0,0,1,1,30.0,1.0,5.0,1,0
2256,19621.0,0,17.0,1,0,0,27.0,2.0,3.0,1,0
2263,17207.0,0,21.0,1,0,0,28.0,2.0,3.0,1,0
2265,21694.0,1,16.0,0,1,1,37.0,3.0,3.0,0,0
2267,17377.0,0,27.0,1,0,0,26.0,2.0,3.0,1,1
2270,17596.0,0,6.0,1,0,0,28.0,2.0,4.0,1,1
2272,19539.0,0,31.0,0,1,1,33.0,1.0,4.0,0,0
2273,17979.0,0,9.0,1,0,0,34.0,4.0,3.0,1,0
2275,20593.0,0,15.0,0,1,1,45.0,2.0,3.0,0,0
2278,17514.0,0,34.0,1,0,0,29.0,5.0,3.0,0,0
2289,18201.0,0,8.0,1,0,0,28.0,1.0,4.0,1,0
2290,19968.0,0,17.0,0,1,1,35.0,2.0,3.0,1,0
2293,18291.0,0,16.0,1,0,0,29.0,1.0,4.0,0,0
2295,20056.0,1,14.0,0,1,1,29.0,2.0,3.0,1,0
2297,17703.0,1,12.0,1,0,0,28.0,2.0,3.0,1,0
2300,19766.0,1,9.0,1,0,0,41.0,4.0,3.0,1,0
2301,17610.0,0,21.0,1,0,0,31.0,2.0,3.0,1,1
2302,20731.0,0,31.0,0,1,1,37.0,1.0,3.0,0,0
2303,17539.0,0,12.0,1,0,0,27.0,2.0,3.0,1,0
2304,20714.0,0,15.0,0,1,1,34.0,2.0,3.0,0,0
2310,17258.0,0,6.0,1,0,0,35.0,7.0,3.0,1,0
2312,17515.0,1,18.0,1,0,0,28.0,2.0,3.0,0,1
2314,21578.0,0,16.0,0,1,1,30.0,2.0,3.0,1,0
2318,17376.0,0,10.0,1,0,0,35.0,2.0,3.0,1,0
2320,17827.0,0,8.0,1,0,0,32.0,2.0,5.0,0,0
2322,18131.0,0,12.0,1,0,0,29.0,2.0,3.0,0,0
2324,24740.0,1,20.0,1,0,0,45.0,5.0,3.0,0,0
2325,21474.0,0,7.0,0,1,1,37.0,2.0,3.0,0,0
2329,17168.0,1,21.0,1,0,0,29.0,1.0,3.0,0,0
2330,17853.0,1,9.0,1,0,0,22.0,1.0,3.0,1,1
2333,18600.0,0,8.0,1,0,0,38.0,2.0,3.0,1,0
2334,17107.0,0,11.0,1,0,0,41.0,7.0,5.0,1,1
2335,17093.0,0,35.0,0,1,1,34.0,1.0,5.0,1,0
2336,21500.0,0,17.0,0,1,1,40.0,6.0,4.0,1,0
2338,18196.0,0,25.0,1,0,0,28.0,2.0,5.0,1,0
2340,23966.0,1,23.0,0,1,1,35.0,4.0,5.0,1,0
2341,17210.0,0,23.0,1,0,0,24.0,2.0,4.0,0,1
2342,19539.0,0,8.0,0,1,1,33.0,2.0,3.0,0,0
2343,17741.0,0,12.0,1,0,0,36.0,2.0,3.0,1,0
2344,18491.0,0,13.0,0,1,1,30.0,2.0,3.0,1,0
2350,17743.0,0,19.0,1,0,0,32.0,2.0,4.0,0,0
2353,17781.0,0,15.0,1,0,0,33.0,1.0,3.0,1,0
2356,18579.0,1,7.0,1,0,0,51.0,1.0,4.0,1,0
2359,17235.0,1,20.0,1,0,0,27.0,2.0,5.0,1,0
2363,20810.0,0,7.0,1,0,0,39.0,2.0,3.0,0,0
2365,21833.0,1,17.0,0,1,1,31.0,2.0,5.0,1,0
2376,17585.0,0,13.0,0,1,1,34.0,2.0,3.0,1,1
2381,16118.0,0,9.0,1,0,0,25.0,5.0,5.0,1,1
2385,17625.0,1,24.0,0,1,1,21.0,1.0,3.0,0,1
2396,25231.0,1,8.0,1,0,0,43.0,7.0,3.0,1,1
2409,19883.0,0,24.0,0,1,1,32.0,5.0,4.0,1,1
2410,25489.0,1,30.0,1,0,0,47.0,2.0,4.0,1,1
2413,18423.0,1,21.0,0,1,1,49.0,7.0,3.0,1,1
2417,23446.0,1,13.0,1,0,0,52.0,3.0,3.0,0,1
2419,19534.0,1,26.0,1,0,0,39.0,2.0,3.0,1,1
2420,24852.0,0,28.0,1,0,0,31.0,2.0,3.0,1,1
2422,17302.0,1,19.0,0,1,1,31.0,6.0,5.0,1,1
2431,26631.0,1,14.0,1,0,0,35.0,2.0,4.0,1,1
2433,21893.0,0,15.0,0,1,1,38.0,5.0,5.0,1,1
2435,18669.0,1,26.0,1,0,0,33.0,1.0,4.0,0,1
2438,19639.0,1,14.0,1,0,0,36.0,5.0,5.0,1,1
2445,23808.0,0,15.0,0,1,1,50.0,3.0,4.0,1,0
2447,21587.0,1,10.0,1,0,0,34.0,3.0,3.0,0,0
2448,22146.0,0,9.0,1,0,0,28.0,2.0,4.0,1,0
2451,21371.0,0,31.0,1,0,0,31.0,3.0,3.0,1,0
2454,21104.0,0,23.0,1,0,0,36.0,2.0,4.0,1,0
2456,21589.0,0,33.0,1,0,0,32.0,3.0,3.0,1,0
2457,21339.0,0,26.0,1,0,0,35.0,2.0,3.0,1,0
2460,21976.0,1,12.0,1,0,0,33.0,2.0,4.0,1,0
2461,21613.0,1,23.0,1,0,0,23.0,3.0,3.0,1,0
2464,22689.0,0,18.0,0,1,1,25.0,2.0,3.0,0,0
2471,25503.0,0,15.0,0,1,1,43.0,2.0,4.0,1,0
2475,25143.0,1,17.0,0,1,1,45.0,4.0,3.0,1,0
2478,20971.0,1,7.0,1,0,0,25.0,4.0,3.0,1,1
2479,21323.0,0,9.0,1,0,0,44.0,3.0,3.0,0,0
2480,21361.0,1,10.0,1,0,0,51.0,3.0,3.0,1,1
2481,20692.0,0,9.0,1,0,0,36.0,3.0,3.0,0,0
2483,24054.0,0,7.0,0,1,1,34.0,4.0,5.0,0,0
2484,20629.0,0,11.0,1,0,0,36.0,3.0,3.0,1,0
2485,21019.0,0,9.0,1,0,0,28.0,3.0,5.0,0,0
2491,21700.0,0,26.0,1,0,0,38.0,6.0,4.0,1,0
2493,20947.0,0,15.0,1,0,0,36.0,3.0,3.0,1,0
2496,24132.0,1,7.0,0,1,1,45.0,7.0,5.0,0,0
2498,22835.0,1,30.0,0,1,1,27.0,2.0,3.0,0,0
2501,22692.0,1,30.0,1,0,0,36.0,5.0,5.0,0,0
2502,24593.0,0,14.0,0,1,1,32.0,5.0,3.0,1,0
2503,24671.0,0,7.0,0,1,1,38.0,3.0,3.0,1,0
2504,24840.0,1,7.0,0,1,1,33.0,3.0,3.0,1,0
2512,20872.0,0,7.0,1,0,0,36.0,6.0,5.0,1,0
2513,22066.0,1,16.0,1,0,0,37.0,2.0,3.0,1,1
2515,21381.0,0,9.0,1,0,0,30.0,2.0,4.0,1,0
2517,24898.0,0,7.0,0,1,1,33.0,3.0,4.0,1,0
2518,21716.0,0,13.0,0,1,1,37.0,5.0,3.0,0,0
2523,23699.0,1,12.0,0,1,1,47.0,2.0,4.0,1,0
2524,23804.0,1,7.0,0,1,1,31.0,3.0,3.0,1,0
2528,23003.0,0,7.0,0,1,1,35.0,3.0,4.0,1,0
2531,20753.0,0,16.0,1,0,0,52.0,5.0,3.0,1,0
2532,22830.0,0,9.0,0,1,1,31.0,3.0,3.0,1,0
2536,23887.0,1,11.0,0,1,1,31.0,3.0,4.0,0,0
2540,23677.0,0,10.0,0,1,1,25.0,2.0,3.0,0,0
2541,22899.0,0,11.0,0,1,1,29.0,3.0,3.0,1,0
2543,20720.0,0,30.0,0,1,1,45.0,6.0,4.0,1,0
2544,20751.0,1,13.0,1,0,0,38.0,6.0,5.0,1,1
2548,23841.0,0,9.0,0,1,1,38.0,7.0,3.0,1,0
2552,21567.0,0,14.0,1,0,0,26.0,3.0,3.0,1,0
2557,21452.0,0,25.0,1,0,0,25.0,2.0,3.0,1,0
2562,21513.0,0,10.0,1,0,0,37.0,7.0,3.0,0,0
2565,24824.0,0,29.0,0,1,1,34.0,2.0,4.0,1,0
2569,21046.0,0,13.0,1,0,0,27.0,3.0,4.0,0,0
2573,25245.0,0,27.0,0,1,1,50.0,3.0,5.0,0,0
2578,21620.0,0,32.0,1,0,0,27.0,3.0,3.0,0,0
2581,24580.0,0,11.0,0,1,1,40.0,6.0,3.0,0,0
2582,27317.0,0,35.0,0,1,1,26.0,4.0,3.0,1,0
2583,25025.0,1,16.0,0,1,1,31.0,2.0,3.0,1,0
2592,20916.0,0,16.0,1,0,0,42.0,4.0,5.0,1,0
2594,24283.0,0,33.0,0,1,1,41.0,3.0,4.0,0,0
2596,20984.0,1,13.0,0,1,1,54.0,4.0,3.0,1,0
2597,21026.0,0,16.0,0,1,1,46.0,2.0,4.0,1,0
2600,24810.0,0,14.0,0,1,1,52.0,4.0,3.0,1,0
2604,21001.0,0,26.0,1,0,0,23.0,3.0,3.0,1,0
2606,21391.0,0,28.0,1,0,0,29.0,3.0,3.0,1,0
2608,21244.0,1,10.0,1,0,0,28.0,3.0,3.0,1,0
2610,21129.0,0,21.0,1,0,0,42.0,6.0,3.0,1,0
2617,21750.0,0,16.0,0,1,1,31.0,3.0,5.0,1,0
2618,23684.0,1,11.0,0,1,1,46.0,6.0,5.0,0,0
2624,22607.0,1,19.0,1,0,0,32.0,2.0,3.0,0,0
2627,22368.0,0,7.0,1,0,0,51.0,4.0,3.0,1,0
2628,23128.0,0,20.0,0,1,1,54.0,3.0,5.0,0,0
2629,21434.0,0,21.0,1,0,0,34.0,3.0,4.0,0,0
2636,24594.0,1,30.0,0,1,1,36.0,5.0,3.0,1,1
2637,20767.0,0,14.0,1,0,0,44.0,6.0,3.0,1,0
2639,22242.0,1,28.0,1,0,0,38.0,3.0,5.0,1,0
2641,23943.0,0,28.0,0,1,1,43.0,4.0,3.0,0,0
2642,25231.0,0,9.0,0,1,1,39.0,2.0,3.0,1,0
2645,25482.0,1,25.0,0,1,1,50.0,3.0,3.0,1,0
2646,22493.0,1,17.0,1,0,0,35.0,3.0,3.0,1,0
2647,21419.0,1,26.0,0,1,1,41.0,2.0,3.0,1,0
2648,25351.0,1,36.0,0,1,1,39.0,2.0,5.0,1,1
2650,21006.0,1,12.0,1,0,0,23.0,3.0,4.0,1,0
2652,23554.0,0,16.0,0,1,1,41.0,2.0,3.0,1,0
2663,24618.0,0,10.0,0,1,1,55.0,4.0,5.0,0,0
2670,20855.0,0,11.0,1,0,0,38.0,6.0,3.0,1,0
2678,21114.0,1,21.0,1,0,0,34.0,7.0,3.0,1,1
2680,21385.0,0,9.0,1,0,0,34.0,2.0,5.0,0,1
2682,22609.0,0,11.0,1,0,0,33.0,4.0,4.0,0,0
2684,20910.0,0,7.0,1,0,0,40.0,2.0,3.0,0,0
2685,23143.0,0,33.0,0,1,1,33.0,2.0,3.0,1,0
2686,21750.0,0,26.0,0,1,1,42.0,4.0,5.0,1,0
2690,21589.0,0,12.0,1,0,0,34.0,3.0,3.0,0,0
2692,22598.0,0,7.0,1,0,0,38.0,4.0,5.0,0,0
2693,25112.0,0,14.0,0,1,1,46.0,6.0,3.0,1,0
2698,25609.0,0,27.0,0,1,1,30.0,4.0,3.0,1,0
2699,23576.0,0,7.0,0,1,1,26.0,2.0,3.0,0,0
2700,21271.0,1,9.0,1,0,0,43.0,2.0,5.0,0,0
2702,21401.0,0,7.0,1,0,0,52.0,3.0,3.0,1,0
2704,21472.0,0,14.0,1,0,0,33.0,3.0,4.0,1,0
2705,23927.0,0,9.0,0,1,1,39.0,5.0,3.0,1,0
2709,25322.0,0,9.0,0,1,1,30.0,4.0,4.0,1,0
2710,24260.0,0,30.0,0,1,1,32.0,2.0,3.0,1,0
2711,22678.0,0,12.0,0,1,1,26.0,3.0,5.0,1,0
2713,21888.0,0,13.0,1,0,0,37.0,2.0,3.0,1,0
2716,20748.0,0,16.0,1,0,0,29.0,3.0,3.0,1,0
2717,25180.0,0,13.0,0,1,1,38.0,6.0,3.0,1,0
2721,24283.0,1,14.0,0,1,1,39.0,3.0,5.0,0,0
2722,25075.0,0,7.0,0,1,1,27.0,3.0,4.0,0,0
2725,23585.0,0,7.0,0,1,1,43.0,3.0,3.0,1,0
2728,23419.0,1,18.0,0,1,1,27.0,3.0,5.0,1,0
2730,21839.0,1,31.0,1,0,0,45.0,5.0,3.0,1,1
2731,24423.0,0,30.0,0,1,1,39.0,2.0,3.0,1,0
2732,21051.0,1,23.0,1,0,0,27.0,4.0,4.0,1,1
2736,21467.0,0,12.0,1,0,0,32.0,3.0,4.0,0,0
2738,21004.0,1,16.0,1,0,0,38.0,3.0,3.0,1,0
2742,22366.0,0,25.0,1,0,0,37.0,6.0,3.0,1,0
2749,24352.0,0,31.0,0,1,1,37.0,2.0,4.0,0,0
2750,24162.0,0,14.0,0,1,1,33.0,3.0,3.0,1,0
2754,25088.0,0,9.0,0,1,1,32.0,5.0,5.0,1,0
2756,21373.0,1,9.0,1,0,0,32.0,2.0,3.0,1,0
2761,23619.0,0,15.0,0,1,1,53.0,4.0,4.0,1,1
2765,26225.0,0,14.0,0,1,1,32.0,6.0,3.0,1,0
2768,24453.0,0,35.0,0,1,1,31.0,3.0,3.0,0,0
2771,23916.0,1,10.0,0,1,1,40.0,6.0,3.0,0,1
2774,23935.0,0,17.0,0,1,1,44.0,3.0,3.0,0,0
2775,25027.0,1,7.0,0,1,1,28.0,2.0,4.0,1,0
2778,22375.0,0,15.0,0,1,1,46.0,2.0,3.0,1,0
2782,24796.0,0,12.0,0,1,1,31.0,3.0,3.0,0,0
2783,24892.0,0,15.0,0,1,1,28.0,3.0,4.0,0,0
2784,25025.0,0,12.0,0,1,1,38.0,2.0,3.0,1,0
2787,26946.0,1,17.0,0,1,1,30.0,3.0,4.0,0,0
2789,21582.0,0,33.0,1,0,0,24.0,3.0,3.0,1,0
2793,23327.0,0,9.0,0,1,1,30.0,3.0,3.0,1,0
2795,21048.0,0,9.0,1,0,0,33.0,3.0,4.0,0,0
2797,24652.0,1,13.0,0,1,1,38.0,6.0,5.0,1,0
2799,23974.0,0,7.0,0,1,1,27.0,3.0,3.0,1,0
2805,20891.0,1,17.0,1,0,0,41.0,5.0,3.0,0,0
2809,23936.0,0,14.0,0,1,1,47.0,4.0,3.0,0,0
2812,25058.0,1,29.0,0,1,1,41.0,4.0,3.0,1,1
2817,22494.0,0,7.0,1,0,0,28.0,3.0,4.0,1,0
2820,23614.0,0,21.0,0,1,1,52.0,6.0,3.0,0,0
2821,21221.0,0,9.0,1,0,0,37.0,6.0,3.0,0,0
2824,22938.0,1,17.0,0,1,1,25.0,3.0,3.0,0,0
2827,20922.0,0,18.0,1,0,0,23.0,3.0,4.0,0,0
2830,21712.0,0,21.0,1,0,0,38.0,3.0,5.0,0,0
2831,24393.0,0,9.0,0,1,1,41.0,2.0,4.0,0,0
2832,21254.0,0,7.0,1,0,0,43.0,5.0,5.0,0,0
2837,25216.0,0,11.0,0,1,1,35.0,2.0,3.0,0,0
2838,22984.0,0,14.0,0,1,1,32.0,3.0,5.0,0,0
2839,20936.0,0,28.0,1,0,0,44.0,2.0,3.0,1,0
2840,23200.0,1,15.0,0,1,1,44.0,6.0,3.0,0,0
2842,23127.0,1,32.0,0,1,1,38.0,5.0,3.0,0,0
2843,20896.0,0,7.0,1,0,0,32.0,3.0,5.0,1,0
2848,23236.0,0,24.0,0,1,1,29.0,3.0,5.0,1,0
2849,22709.0,0,10.0,1,0,0,26.0,7.0,5.0,1,1
2851,21332.0,0,17.0,1,0,0,46.0,5.0,3.0,1,0
2853,23234.0,0,36.0,0,1,1,43.0,4.0,3.0,0,0
2856,23488.0,0,25.0,0,1,1,47.0,4.0,3.0,0,0
2860,20380.0,1,9.0,1,0,0,39.0,3.0,3.0,1,0
2862,21564.0,0,30.0,1,0,0,27.0,3.0,3.0,0,0
2863,20775.0,0,10.0,1,0,0,31.0,6.0,3.0,1,0
2872,23748.0,0,9.0,0,1,1,48.0,7.0,3.0,0,0
2876,21446.0,0,9.0,1,0,0,35.0,5.0,3.0,1,0
2885,20771.0,0,12.0,1,0,0,43.0,6.0,3.0,1,0
2888,22729.0,0,9.0,0,1,1,49.0,4.0,3.0,0,0
2891,23395.0,0,7.0,0,1,1,36.0,2.0,3.0,1,0
2893,22433.0,0,15.0,1,0,0,40.0,3.0,3.0,0,0
2896,23483.0,0,9.0,0,1,1,46.0,2.0,4.0,1,0
2897,21419.0,1,24.0,1,0,0,27.0,2.0,3.0,0,1
2904,22984.0,0,36.0,0,1,1,27.0,7.0,3.0,1,0
2913,23385.0,0,18.0,0,1,1,33.0,2.0,3.0,1,1
2914,21078.0,0,31.0,1,0,0,25.0,2.0,3.0,1,0
2918,21403.0,1,30.0,1,0,0,25.0,3.0,3.0,1,0
2919,24950.0,0,35.0,0,1,1,27.0,3.0,4.0,1,0
2920,20805.0,0,24.0,1,0,0,25.0,3.0,4.0,1,0
2922,20774.0,0,20.0,1,0,0,26.0,3.0,3.0,1,0
2923,21564.0,1,14.0,1,0,0,25.0,3.0,3.0,0,1
2924,20711.0,0,19.0,1,0,0,31.0,3.0,5.0,1,1
2925,22300.0,1,7.0,1,0,0,35.0,3.0,3.0,1,0
2926,22911.0,0,20.0,0,1,1,32.0,4.0,5.0,1,1
2928,24138.0,0,13.0,0,1,1,32.0,6.0,3.0,1,0
2929,20865.0,0,13.0,1,0,0,28.0,2.0,3.0,0,0
2932,22767.0,0,9.0,0,1,1,43.0,3.0,3.0,0,0
2935,24357.0,1,16.0,0,1,1,44.0,5.0,3.0,1,0
2939,21719.0,0,9.0,1,0,0,28.0,2.0,5.0,1,1
2942,21451.0,0,13.0,1,0,0,23.0,2.0,3.0,1,0
2943,25782.0,0,15.0,0,1,1,34.0,2.0,3.0,1,0
2944,25000.0,1,16.0,0,1,1,33.0,3.0,3.0,0,0
2945,20761.0,0,10.0,1,0,0,31.0,3.0,3.0,0,0
2947,21369.0,0,7.0,1,0,0,35.0,3.0,3.0,1,0
2948,22964.0,0,33.0,0,1,1,46.0,4.0,5.0,0,1
2949,21337.0,1,13.0,1,0,0,27.0,3.0,3.0,0,0
2951,24239.0,0,10.0,0,1,1,30.0,3.0,3.0,0,0
2953,26403.0,0,13.0,0,1,1,34.0,5.0,3.0,1,0
2955,27525.0,1,16.0,0,1,1,37.0,4.0,4.0,1,0
2959,19959.0,0,10.0,1,0,0,36.0,3.0,3.0,1,0
2960,21497.0,0,11.0,1,0,0,24.0,4.0,5.0,1,0
2961,23529.0,0,15.0,0,1,1,26.0,2.0,4.0,1,0
2964,26798.0,0,9.0,0,1,1,49.0,5.0,4.0,1,0
2965,23325.0,1,10.0,0,1,1,28.0,3.0,3.0,0,0
2967,21899.0,1,35.0,1,0,0,51.0,3.0,3.0,1,0
2983,22553.0,0,15.0,1,0,0,51.0,2.0,4.0,1,0
2989,23982.0,0,34.0,0,1,1,31.0,2.0,3.0,1,0
2992,25482.0,0,22.0,0,1,1,44.0,5.0,3.0,1,0
2994,21178.0,0,16.0,1,0,0,24.0,3.0,5.0,1,0
2995,25067.0,0,10.0,0,1,1,40.0,2.0,4.0,0,0
2999,20975.0,0,17.0,1,0,0,30.0,3.0,4.0,1,0
3001,23771.0,0,9.0,0,1,1,36.0,4.0,5.0,0,0
3002,23987.0,0,31.0,0,1,1,33.0,3.0,3.0,1,0
3004,23799.0,0,15.0,0,1,1,35.0,5.0,5.0,0,0
3014,22936.0,0,26.0,1,0,0,53.0,2.0,3.0,1,0
3016,23013.0,0,34.0,0,1,1,30.0,6.0,3.0,0,0
3019,24163.0,1,26.0,0,1,1,55.0,2.0,5.0,0,0
3020,23020.0,0,6.0,0,1,1,28.0,2.0,3.0,1,0
3021,21460.0,1,17.0,1,0,0,38.0,2.0,5.0,0,0
3024,21250.0,0,15.0,1,0,0,36.0,3.0,3.0,0,0
3026,22922.0,0,9.0,0,1,1,41.0,3.0,4.0,0,0
3027,25178.0,0,15.0,0,1,1,35.0,7.0,5.0,0,0
3029,20279.0,1,13.0,1,0,0,24.0,3.0,5.0,1,1
3030,21372.0,0,16.0,1,0,0,25.0,3.0,4.0,1,0
3031,21827.0,0,18.0,0,1,1,53.0,2.0,3.0,0,0
3033,20997.0,1,7.0,1,0,0,30.0,3.0,5.0,0,1
3037,23906.0,0,7.0,0,1,1,37.0,2.0,4.0,0,0
3038,21378.0,0,30.0,1,0,0,30.0,3.0,3.0,1,0
3041,24740.0,1,7.0,0,1,1,43.0,2.0,3.0,0,0
3043,20821.0,0,20.0,1,0,0,37.0,6.0,4.0,1,0
3044,24840.0,0,11.0,0,1,1,33.0,3.0,3.0,0,0
3048,23112.0,0,36.0,0,1,1,43.0,3.0,4.0,1,0
3049,24966.0,0,19.0,0,1,1,39.0,4.0,5.0,1,0
3056,23457.0,1,9.0,0,1,1,29.0,3.0,4.0,0,0
3057,22415.0,0,10.0,1,0,0,35.0,2.0,3.0,1,0
3058,21044.0,1,12.0,1,0,0,27.0,3.0,3.0,0,1
3059,20384.0,0,10.0,1,0,0,28.0,3.0,3.0,1,0
3063,22715.0,0,7.0,0,1,1,34.0,3.0,5.0,1,0
3065,24879.0,1,7.0,0,1,1,37.0,3.0,3.0,1,0
3066,23081.0,0,20.0,0,1,1,33.0,4.0,3.0,1,0
3067,22439.0,0,12.0,1,0,0,31.0,2.0,3.0,1,0
3070,23853.0,0,15.0,0,1,1,33.0,7.0,3.0,0,0
3072,25012.0,0,23.0,0,1,1,38.0,6.0,3.0,1,0
3073,23614.0,0,15.0,1,0,0,29.0,3.0,3.0,1,0
3075,21496.0,1,15.0,1,0,0,45.0,4.0,3.0,1,0
3077,21020.0,0,15.0,1,0,0,37.0,2.0,5.0,1,0
3078,22872.0,1,10.0,0,1,1,26.0,3.0,5.0,1,0
3080,20700.0,1,32.0,1,0,0,36.0,3.0,4.0,0,1
3081,20992.0,0,7.0,1,0,0,33.0,2.0,3.0,1,0
3082,22934.0,0,11.0,0,1,1,26.0,3.0,5.0,1,0
3084,21840.0,0,11.0,1,0,0,25.0,2.0,3.0,1,0
3085,25202.0,0,12.0,0,1,1,33.0,3.0,4.0,1,0
3086,21577.0,0,16.0,1,0,0,39.0,2.0,4.0,1,0
3087,23909.0,1,10.0,0,1,1,43.0,4.0,3.0,0,0
3088,21034.0,1,18.0,1,0,0,32.0,5.0,3.0,1,0
3092,21651.0,0,28.0,1,0,0,38.0,7.0,3.0,0,0
3094,24240.0,0,7.0,0,1,1,44.0,6.0,3.0,0,0
3095,23215.0,1,9.0,0,1,1,48.0,2.0,3.0,0,0
3098,23882.0,0,9.0,0,1,1,40.0,2.0,3.0,0,0
3099,20955.0,1,10.0,1,0,0,34.0,5.0,4.0,1,0
3102,21237.0,1,16.0,1,0,0,45.0,3.0,5.0,1,0
3105,23443.0,0,15.0,0,1,1,44.0,6.0,4.0,0,0
3108,25264.0,1,21.0,0,1,1,37.0,2.0,3.0,1,0
3110,22849.0,1,10.0,0,1,1,23.0,2.0,3.0,0,1
3112,21055.0,0,16.0,1,0,0,29.0,7.0,3.0,0,0
